,0
7757,0
7758,0
7759,1
7760,1
7761,0
7762,0
7763,0
7764,0
7765,1
7766,0
7767,0
7768,1
7769,0
7770,0
7771,0
7772,0
7773,1
7774,1
7775,1
7776,1
7777,1
7778,1
7779,1
7780,0
7781,1
7782,1
7783,1
7784,0
7785,1
7786,1
7787,1
7788,0
7789,1
7790,1
7791,1
7792,1
7793,1
7794,1
7795,1
7796,0
7797,0
7798,1
7799,1
7800,1
7801,1
7802,1
7803,1
7804,1
7805,1
7806,0
7807,1
7808,1
7809,1
7810,0
7811,1
7812,0
7813,1
7814,0
7815,1
7816,1
7817,0
7818,1
7819,1
7820,1
7821,0
7822,0
7823,0
7824,0
7825,1
7826,0
7827,0
7828,0
7829,1
7830,0
7831,1
7832,1
7833,0
7834,0
7835,0
7836,0
7837,0
7838,1
7839,1
7840,0
7841,1
7842,0
7843,0
7844,0
7845,1
7846,1
7847,0
7848,0
7849,0
7850,0
7851,1
7852,1
7853,0
7854,0
7855,0
7856,0
7857,0
7858,1
7859,0
7860,0
7861,1
7862,1
7863,0
7864,1
7865,1
7866,0
7867,1
7868,1
7869,1
7870,1
7871,1
7872,1
7873,1
7874,0
7875,0
7876,1
7877,1
7878,0
7879,0
7880,1
7881,1
7882,0
7883,0
7884,1
7885,1
7886,1
7887,1
7888,1
7889,1
7890,1
7891,0
7892,0
7893,0
7894,1
7895,1
7896,0
7897,0
7898,1
7899,1
7900,1
7901,1
7902,1
7903,0
7904,1
7905,0
7906,0
7907,1
7908,1
7909,1
7910,0
7911,1
7912,0
7913,0
7914,1
7915,1
7916,0
7917,0
7918,0
7919,1
7920,1
7921,1
7922,1
7923,0
7924,1
7925,1
7926,0
7927,0
7928,1
7929,0
7930,0
7931,1
7932,0
7933,1
7934,0
7935,0
7936,0
7937,0
7938,0
7939,1
7940,1
7941,1
7942,0
7943,0
7944,0
7945,1
7946,0
7947,0
7948,1
7949,1
7950,0
7951,0
7952,0
7953,1
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,0
7961,0
7962,1
7963,0
7964,1
7965,1
7966,1
7967,1
7968,0
7969,1
7970,0
7971,1
7972,0
7973,0
7974,0
7975,0
7976,0
7977,1
7978,0
7979,0
7980,1
7981,1
7982,1
7983,0
7984,0
7985,0
7986,0
7987,1
7988,1
7989,1
7990,0
7991,0
7992,1
7993,1
7994,1
7995,1
7996,0
7997,0
7998,1
7999,1
8000,1
8001,1
8002,1
8003,1
8004,1
8005,0
8006,1
8007,1
8008,1
8009,1
8010,1
8011,1
8012,1
8013,1
8014,1
8015,1
8016,1
8017,1
8018,1
8019,0
8020,1
8021,1
8022,1
8023,0
8024,1
8025,1
8026,1
8027,0
8028,1
8029,1
8030,1
8031,1
8032,1
8033,1
8034,1
8035,1
8036,0
8037,1
8038,1
8039,1
8040,0
8041,0
8042,0
8043,1
8044,1
8045,0
8046,1
8047,0
8048,1
8049,1
8050,0
8051,1
8052,0
8053,0
8054,1
8055,1
8056,1
8057,1
8058,1
8059,1
8060,0
8061,0
8062,0
8063,1
8064,0
8065,0
8066,0
8067,1
8068,1
8069,1
8070,0
8071,0
8072,1
8073,0
8074,0
8075,1
8076,1
8077,1
8078,1
8079,0
8080,1
8081,0
8082,0
8083,0
8084,0
8085,1
8086,1
8087,1
8088,1
8089,1
8090,1
8091,0
8092,0
8093,1
8094,1
8095,1
8096,0
8097,0
8098,0
8099,0
8100,0
8101,1
8102,1
8103,0
8104,0
8105,0
8106,0
8107,1
8108,1
8109,1
8110,0
8111,0
8112,1
8113,1
8114,1
8115,1
8116,1
8117,0
8118,0
8119,0
8120,0
8121,1
8122,1
8123,1
8124,1
8125,0
8126,0
8127,0
8128,1
8129,0
8130,1
8131,1
8132,1
8133,1
8134,1
8135,1
8136,0
8137,0
8138,1
8139,0
8140,1
8141,0
8142,0
8143,1
8144,1
8145,0
8146,0
8147,1
8148,1
8149,0
8150,1
8151,1
8152,1
8153,0
8154,0
8155,0
8156,0
8157,0
8158,1
8159,0
8160,1
8161,1
8162,0
8163,1
8164,0
8165,0
8166,1
8167,1
8168,0
8169,1
8170,1
8171,1
8172,1
8173,1
8174,1
8175,1
8176,1
8177,1
8178,1
8179,1
8180,1
8181,1
8182,1
8183,1
8184,1
8185,1
8186,1
8187,1
8188,1
8189,1
8190,1
8191,1
8192,0
8193,1
8194,1
8195,1
8196,1
8197,0
8198,0
8199,0
8200,1
8201,0
8202,1
8203,1
8204,1
8205,1
8206,1
8207,1
8208,0
8209,0
8210,1
8211,1
8212,0
8213,1
8214,1
8215,0
8216,1
8217,0
8218,1
8219,1
8220,0
8221,1
8222,0
8223,1
8224,0
8225,0
8226,0
8227,1
8228,0
8229,0
8230,0
8231,1
8232,0
8233,1
8234,1
8235,1
8236,1
8237,1
8238,1
8239,0
8240,1
8241,0
8242,0
8243,0
8244,0
8245,0
8246,0
8247,0
8248,0
8249,0
8250,1
8251,0
8252,0
8253,0
8254,0
8255,1
8256,0
8257,0
8258,1
8259,0
8260,0
8261,0
8262,1
8263,0
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,1
8271,1
8272,1
8273,1
8274,1
8275,1
8276,0
8277,0
8278,1
8279,1
8280,1
8281,1
8282,1
8283,0
8284,1
8285,1
8286,1
8287,0
8288,0
8289,1
8290,1
8291,1
8292,0
8293,1
8294,1
8295,1
8296,1
8297,1
8298,0
8299,1
8300,1
8301,0
8302,1
8303,0
8304,0
8305,1
8306,1
8307,0
8308,0
8309,1
8310,1
8311,1
8312,1
8313,1
8314,1
8315,0
8316,1
8317,0
8318,0
8319,0
8320,0
8321,1
8322,1
8323,0
8324,0
8325,0
8326,1
8327,1
8328,0
8329,1
8330,0
8331,0
8332,0
8333,0
8334,0
8335,0
8336,0
8337,0
8338,0
8339,1
8340,0
8341,1
8342,1
8343,0
8344,0
8345,1
8346,0
8347,0
8348,0
8349,1
8350,0
8351,0
8352,1
8353,1
8354,0
8355,1
8356,0
8357,0
8358,0
8359,1
8360,1
8361,0
8362,0
8363,0
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,1
8372,0
8373,0
8374,0
8375,0
8376,0
8377,0
8378,0
8379,0
8380,0
8381,0
8382,0
8383,0
8384,0
8385,0
8386,0
8387,0
8388,0
8389,0
8390,0
8391,1
8392,0
8393,1
8394,0
8395,1
8396,1
8397,0
8398,1
8399,0
8400,0
8401,0
8402,0
8403,0
8404,1
8405,0
8406,0
8407,1
8408,1
8409,1
8410,0
8411,0
8412,1
8413,0
8414,0
8415,0
8416,0
8417,0
8418,0
8419,0
8420,0
8421,0
8422,0
8423,0
8424,0
8425,0
8426,0
8427,0
8428,0
8429,0
8430,0
8431,0
8432,0
8433,1
8434,0
8435,1
8436,0
8437,0
8438,1
8439,0
8440,0
8441,0
8442,0
8443,0
8444,1
8445,0
8446,1
8447,1
8448,1
8449,1
8450,0
8451,0
8452,0
8453,1
8454,1
8455,0
8456,0
8457,0
8458,0
8459,0
8460,0
8461,1
8462,0
8463,1
8464,1
8465,1
8466,1
8467,1
8468,1
8469,1
8470,1
8471,1
8472,1
8473,1
8474,1
8475,1
8476,1
8477,1
8478,1
8479,1
8480,1
8481,1
8482,1
8483,1
8484,1
8485,1
8486,1
8487,1
8488,1
8489,1
8490,1
8491,1
8492,1
8493,1
8494,1
8495,1
8496,1
8497,1
8498,1
8499,1
8500,1
8501,1
8502,1
8503,1
8504,1
8505,1
8506,1
8507,1
8508,1
8509,1
8510,1
8511,1
8512,1
8513,1
8514,1
8515,1
8516,1
8517,1
8518,1
8519,1
8520,1
8521,1
8522,1
8523,1
8524,1
8525,1
8526,1
8527,1
8528,1
8529,0
8530,1
8531,1
8532,1
8533,1
8534,1
8535,1
8536,1
8537,1
8538,1
8539,1
8540,1
8541,1
8542,1
8543,1
8544,1
8545,1
8546,1
8547,1
8548,1
8549,1
8550,1
8551,1
8552,1
8553,1
8554,1
8555,1
8556,1
8557,1
8558,0
8559,1
8560,1
8561,1
8562,1
8563,1
8564,1
8565,1
8566,1
8567,1
8568,1
8569,1
8570,1
8571,1
8572,1
8573,1
8574,1
8575,1
8576,1
8577,1
8578,1
8579,1
8580,1
8581,1
8582,1
8583,1
8584,1
8585,0
8586,0
8587,0
8588,0
8589,1
8590,0
8591,0
8592,0
8593,1
8594,0
8595,1
8596,1
8597,1
8598,1
8599,1
8600,1
8601,0
8602,1
8603,0
8604,0
8605,1
8606,1
8607,1
8608,1
8609,1
8610,1
8611,1
8612,1
8613,1
8614,1
8615,1
8616,1
8617,1
8618,1
8619,1
8620,1
8621,1
8622,1
8623,1
8624,1
8625,1
8626,1
8627,1
8628,1
8629,1
8630,1
8631,1
8632,1
8633,1
8634,1
8635,1
8636,0
8637,1
8638,1
8639,1
8640,1
8641,1
8642,1
8643,1
8644,1
8645,1
8646,1
8647,0
8648,1
8649,1
8650,1
8651,1
8652,1
8653,0
8654,1
8655,1
8656,1
8657,0
8658,0
8659,0
8660,0
8661,0
8662,0
8663,0
8664,0
8665,0
8666,1
8667,0
8668,0
8669,0
8670,1
8671,1
8672,0
8673,0
8674,0
8675,0
8676,1
8677,0
8678,1
8679,0
8680,0
8681,1
8682,1
8683,0
8684,0
8685,1
8686,1
8687,1
8688,1
8689,0
8690,1
8691,1
8692,0
8693,0
8694,0
8695,0
8696,0
8697,0
8698,0
8699,1
8700,0
8701,0
8702,0
8703,0
8704,0
8705,0
8706,0
8707,0
8708,1
8709,0
8710,1
8711,1
8712,0
8713,0
8714,0
8715,0
8716,0
8717,0
8718,0
8719,0
8720,0
8721,0
8722,0
8723,0
8724,1
8725,1
8726,1
8727,1
8728,1
8729,0
8730,1
8731,0
8732,0
8733,0
8734,0
8735,1
8736,0
8737,0
8738,0
8739,1
8740,0
8741,1
8742,1
8743,1
8744,0
8745,1
8746,1
8747,1
8748,0
8749,0
8750,0
8751,1
8752,0
8753,0
8754,0
8755,0
8756,0
8757,0
8758,0
8759,1
8760,0
8761,0
8762,0
8763,0
8764,1
8765,1
8766,0
8767,0
8768,0
8769,1
8770,0
8771,0
8772,0
8773,1
8774,1
8775,1
8776,0
8777,0
8778,1
8779,1
8780,0
8781,1
8782,0
8783,0
8784,0
8785,0
8786,0
8787,0
8788,0
8789,0
8790,1
8791,1
8792,0
8793,1
8794,1
8795,1
8796,1
8797,0
8798,0
8799,0
8800,0
8801,1
8802,0
8803,0
8804,1
8805,1
8806,0
8807,0
8808,0
8809,0
8810,0
8811,1
8812,0
8813,0
8814,0
8815,1
8816,0
8817,0
8818,1
8819,0
8820,1
8821,0
8822,1
8823,0
8824,0
8825,0
8826,0
8827,0
8828,1
8829,1
8830,1
8831,0
8832,1
8833,1
8834,1
8835,1
8836,1
8837,1
8838,1
8839,0
8840,1
8841,0
8842,1
8843,1
8844,1
8845,0
8846,0
8847,0
8848,1
8849,1
8850,1
8851,1
8852,1
8853,1
8854,1
8855,1
8856,1
8857,0
8858,0
8859,1
8860,1
8861,0
8862,1
8863,1
8864,1
8865,1
8866,1
8867,1
8868,1
8869,0
8870,1
8871,1
8872,0
8873,0
8874,1
8875,0
8876,1
8877,1
8878,1
8879,0
8880,1
8881,1
8882,1
8883,1
8884,1
8885,1
8886,0
8887,1
8888,0
8889,0
8890,1
8891,0
8892,0
8893,0
8894,1
8895,0
8896,0
8897,0
8898,1
8899,1
8900,0
8901,1
8902,0
8903,0
8904,0
8905,0
8906,1
8907,0
8908,0
8909,1
8910,1
8911,1
8912,1
8913,1
8914,1
8915,1
8916,1
8917,1
8918,1
8919,0
8920,0
8921,1
8922,0
8923,1
8924,1
8925,1
8926,1
8927,1
8928,1
8929,0
8930,0
8931,0
8932,0
8933,0
8934,0
8935,1
8936,1
8937,0
8938,0
8939,0
8940,1
8941,1
8942,1
8943,0
8944,1
8945,1
8946,0
8947,0
8948,0
8949,0
8950,1
8951,0
8952,0
8953,0
8954,1
8955,0
8956,0
8957,0
8958,0
8959,1
8960,1
8961,0
8962,0
8963,0
8964,1
8965,0
8966,1
8967,0
8968,0
8969,0
8970,0
8971,0
8972,0
8973,0
8974,0
8975,0
8976,0
8977,0
8978,0
8979,0
8980,0
8981,1
8982,0
8983,0
8984,0
8985,0
8986,0
8987,0
8988,1
8989,1
8990,0
8991,1
8992,0
8993,0
8994,0
8995,0
8996,1
8997,1
8998,0
8999,1
9000,1
9001,0
9002,0
9003,0
9004,1
9005,1
9006,1
9007,0
9008,0
9009,0
9010,0
9011,0
9012,0
9013,0
9014,1
9015,0
9016,0
9017,1
9018,0
9019,1
9020,0
9021,0
9022,0
9023,1
9024,1
9025,1
9026,1
9027,1
9028,1
9029,1
9030,1
9031,1
9032,1
9033,1
9034,0
9035,0
9036,0
9037,0
9038,0
9039,1
9040,0
9041,1
9042,1
9043,0
9044,0
9045,1
9046,0
9047,0
9048,0
9049,0
9050,0
9051,0
9052,0
9053,0
9054,0
9055,0
9056,1
9057,0
9058,1
9059,0
9060,1
9061,0
9062,1
9063,0
9064,1
9065,0
9066,1
9067,1
9068,0
9069,0
9070,0
9071,1
9072,0
9073,1
9074,0
9075,0
9076,1
9077,0
9078,1
9079,1
9080,0
9081,0
9082,1
9083,0
9084,1
9085,1
9086,0
9087,1
9088,0
9089,1
9090,0
9091,0
9092,0
9093,1
9094,0
9095,1
9096,1
9097,1
9098,1
9099,1
9100,0
9101,1
9102,0
9103,1
9104,1
9105,1
9106,1
9107,1
9108,0
9109,1
9110,1
9111,0
9112,1
9113,0
9114,1
9115,1
9116,1
9117,1
9118,0
9119,1
9120,1
9121,0
9122,1
9123,1
9124,1
9125,0
9126,1
9127,1
9128,0
9129,0
9130,1
9131,1
9132,0
9133,1
9134,1
9135,0
9136,1
9137,1
9138,1
9139,1
9140,0
9141,1
9142,1
9143,1
9144,1
9145,1
9146,1
9147,0
9148,1
9149,0
9150,1
9151,1
9152,0
9153,0
9154,0
9155,1
9156,0
9157,0
9158,0
9159,0
9160,0
9161,0
9162,0
9163,0
9164,1
9165,0
9166,0
9167,1
9168,1
9169,0
9170,0
9171,1
9172,0
9173,0
9174,1
9175,0
9176,0
9177,1
9178,1
9179,0
9180,1
9181,0
9182,1
9183,0
9184,1
9185,1
9186,1
9187,1
9188,0
9189,1
9190,1
9191,1
9192,1
9193,0
9194,0
9195,0
9196,0
9197,1
9198,1
9199,1
9200,1
9201,1
9202,1
9203,1
9204,1
9205,1
9206,1
9207,1
9208,1
9209,1
9210,1
9211,1
9212,1
9213,0
9214,1
9215,1
9216,1
9217,1
9218,1
9219,1
9220,1
9221,1
9222,1
9223,1
9224,1
9225,1
9226,1
9227,1
9228,1
9229,1
9230,1
9231,0
9232,1
9233,0
9234,1
9235,0
9236,0
9237,0
9238,1
9239,1
9240,1
9241,1
9242,0
9243,1
9244,1
9245,1
9246,1
9247,1
9248,1
9249,1
9250,1
9251,1
9252,1
9253,1
9254,1
9255,1
9256,1
9257,1
9258,1
9259,1
9260,1
9261,1
9262,1
9263,1
9264,1
9265,1
9266,1
9267,1
9268,1
9269,1
9270,1
9271,1
9272,1
9273,1
9274,1
9275,1
9276,1
9277,0
9278,1
9279,1
9280,1
9281,1
9282,1
9283,1
9284,1
9285,1
9286,1
9287,1
9288,1
9289,0
9290,1
9291,1
9292,1
9293,1
9294,1
9295,1
9296,1
9297,1
9298,1
9299,1
9300,1
9301,1
9302,1
9303,1
9304,1
9305,1
9306,1
9307,1
9308,0
9309,1
9310,1
9311,1
9312,1
9313,1
9314,1
9315,1
9316,1
9317,1
9318,1
9319,1
9320,1
9321,1
9322,1
9323,1
9324,1
9325,1
9326,1
9327,1
9328,1
9329,1
9330,1
9331,1
9332,1
9333,1
9334,1
9335,1
9336,1
9337,1
9338,1
9339,1
9340,1
9341,1
9342,1
9343,1
9344,1
9345,0
9346,1
9347,1
9348,1
9349,1
9350,0
9351,1
9352,1
9353,1
9354,1
9355,1
9356,1
9357,0
9358,1
9359,1
9360,1
9361,1
9362,1
9363,1
9364,1
9365,1
9366,1
9367,1
9368,0
9369,1
9370,1
9371,1
9372,1
9373,1
9374,0
9375,1
9376,1
9377,1
9378,1
9379,1
9380,1
9381,1
9382,1
9383,1
9384,1
9385,1
9386,1
9387,1
9388,1
9389,1
9390,1
9391,1
9392,1
9393,1
9394,1
9395,1
9396,1
9397,1
9398,1
9399,1
9400,1
9401,1
9402,1
9403,1
9404,1
9405,1
9406,1
9407,1
9408,1
9409,1
9410,1
9411,1
9412,1
9413,1
9414,1
9415,1
9416,1
9417,1
9418,1
9419,1
9420,0
9421,1
9422,0
9423,1
9424,0
9425,1
9426,1
9427,0
9428,1
9429,1
9430,1
9431,0
9432,1
9433,1
9434,1
9435,1
9436,0
9437,0
9438,1
9439,1
9440,0
9441,0
9442,0
9443,1
9444,0
9445,1
9446,1
9447,0
9448,1
9449,1
9450,1
9451,0
9452,1
9453,1
9454,1
9455,1
9456,0
9457,0
9458,0
9459,1
9460,0
9461,1
9462,1
9463,0
9464,0
9465,0
9466,0
9467,0
9468,0
9469,1
9470,0
9471,1
9472,1
9473,0
9474,0
9475,0
9476,0
9477,0
9478,0
9479,1
9480,0
9481,0
9482,0
9483,0
9484,0
9485,0
9486,0
9487,1
9488,0
9489,1
9490,0
9491,1
9492,1
9493,0
9494,1
9495,1
9496,0
9497,0
9498,0
9499,0
9500,0
9501,1
9502,0
9503,0
9504,1
9505,0
9506,0
9507,1
9508,1
9509,0
9510,1
9511,1
9512,0
9513,1
9514,1
9515,1
9516,1
9517,0
9518,1
9519,1
9520,1
9521,0
9522,1
9523,1
9524,1
9525,1
9526,1
9527,1
9528,1
9529,1
9530,1
9531,1
9532,1
9533,1
9534,0
9535,0
9536,1
9537,0
9538,1
9539,0
9540,0
9541,0
9542,1
9543,0
9544,0
9545,0
9546,1
9547,0
9548,0
9549,0
9550,1
9551,0
9552,1
9553,1
9554,0
9555,0
9556,0
9557,0
9558,0
9559,0
9560,1
9561,0
9562,0
9563,0
9564,1
9565,0
9566,1
9567,0
9568,1
9569,0
9570,0
9571,0
9572,1
9573,0
9574,1
9575,0
9576,0
9577,1
9578,0
9579,0
9580,1
9581,0
9582,0
9583,1
9584,1
9585,0
9586,0
9587,0
9588,0
9589,0
9590,0
9591,0
9592,0
9593,0
9594,0
9595,0
9596,0
9597,0
9598,0
9599,0
9600,1
9601,0
9602,0
9603,0
9604,0
9605,0
9606,0
9607,0
9608,1
9609,1
9610,0
9611,0
9612,0
9613,1
9614,0
9615,0
9616,0
9617,0
9618,0
9619,0
9620,1
9621,0
9622,0
9623,1
9624,1
9625,0
9626,1
9627,1
9628,0
9629,0
9630,1
9631,0
9632,0
9633,1
9634,1
9635,1
9636,0
9637,1
9638,0
9639,1
9640,1
9641,1
9642,1
9643,1
9644,1
9645,1
9646,1
9647,1
9648,0
9649,1
9650,1
9651,1
9652,1
9653,1
9654,1
9655,1
9656,1
9657,1
9658,1
9659,0
9660,1
9661,1
9662,1
9663,1
9664,1
9665,1
9666,1
9667,0
9668,0
9669,0
9670,1
9671,0
9672,0
9673,1
9674,0
9675,0
9676,1
9677,0
9678,1
9679,0
9680,0
9681,1
9682,1
9683,0
9684,1
9685,1
9686,1
9687,1
9688,1
9689,1
9690,1
9691,1
9692,1
9693,0
9694,1
9695,1
9696,1
9697,1
9698,1
9699,0
9700,0
9701,1
9702,0
9703,0
9704,0
9705,0
9706,1
9707,1
9708,1
9709,1
9710,0
9711,1
9712,1
9713,0
9714,0
9715,1
9716,0
9717,1
9718,1
9719,0
9720,0
9721,0
9722,1
9723,1
9724,1
9725,1
9726,0
9727,0
9728,1
9729,0
9730,1
9731,1
9732,0
9733,0
9734,0
9735,0
9736,1
9737,1
9738,1
9739,1
9740,1
9741,0
9742,1
9743,1
9744,1
9745,0
9746,1
9747,1
9748,0
9749,1
9750,1
9751,1
9752,1
9753,0
9754,1
9755,1
9756,0
9757,0
9758,0
9759,0
9760,0
9761,0
9762,0
9763,0
9764,0
9765,1
9766,0
9767,0
9768,0
9769,1
9770,1
9771,0
9772,0
9773,0
9774,0
9775,1
9776,0
9777,0
9778,1
9779,0
9780,0
9781,0
9782,0
9783,1
9784,0
9785,0
9786,0
9787,1
9788,0
9789,1
9790,1
9791,0
9792,1
9793,0
9794,1
9795,0
9796,1
9797,0
9798,1
9799,0
9800,1
9801,0
9802,0
9803,1
9804,0
9805,1
9806,0
9807,0
9808,1
9809,0
9810,0
9811,1
9812,0
9813,1
9814,1
9815,0
9816,0
9817,0
9818,1
9819,1
9820,1
9821,0
9822,1
9823,1
9824,1
9825,1
9826,1
9827,1
9828,0
9829,1
9830,0
9831,0
9832,1
9833,1
9834,1
9835,0
9836,0
9837,1
9838,0
9839,0
9840,1
9841,1
9842,1
9843,1
9844,0
9845,0
9846,0
9847,0
9848,0
9849,0
9850,1
9851,0
9852,0
9853,0
9854,1
9855,0
9856,1
9857,1
9858,1
9859,1
9860,1
9861,1
9862,1
9863,0
9864,1
9865,0
9866,1
9867,0
9868,0
9869,0
9870,0
9871,0
9872,1
9873,1
9874,0
9875,0
9876,0
9877,0
9878,0
9879,1
9880,0
9881,0
9882,0
9883,0
9884,1
9885,0
9886,0
9887,0
9888,0
9889,0
9890,0
9891,1
9892,0
9893,1
9894,1
9895,0
9896,0
9897,0
9898,1
9899,0
9900,0
9901,1
9902,0
9903,1
9904,1
9905,1
9906,0
9907,0
9908,0
9909,0
9910,0
9911,1
9912,1
9913,0
9914,0
9915,0
9916,0
9917,0
9918,0
9919,0
9920,0
9921,1
9922,1
9923,0
9924,1
9925,1
9926,0
9927,0
9928,1
9929,0
9930,0
9931,0
9932,1
9933,0
9934,0
9935,1
9936,0
9937,0
9938,1
9939,0
9940,0
9941,0
9942,1
9943,1
9944,0
9945,0
9946,0
9947,0
9948,0
9949,0
9950,0
9951,0
9952,0
9953,0
9954,0
9955,1
9956,1
9957,0
9958,1
9959,1
9960,0
9961,1
9962,0
9963,1
9964,0
9965,1
9966,1
9967,1
9968,1
9969,1
9970,0
9971,1
9972,0
9973,0
9974,0
9975,0
9976,0
9977,1
9978,1
9979,1
9980,0
9981,1
9982,1
9983,1
9984,0
9985,1
9986,0
9987,1
9988,1
9989,0
9990,0
9991,1
9992,1
9993,1
9994,1
9995,0
9996,1
9997,1
9998,1
9999,1
10000,1
10001,1
10002,0
10003,1
10004,0
10005,0
10006,1
10007,1
10008,0
10009,0
10010,0
10011,1
10012,0
10013,1
10014,0
10015,0
10016,0
10017,0
10018,0
10019,0
10020,0
10021,0
10022,1
10023,0
10024,0
10025,0
10026,1
10027,0
10028,0
10029,0
10030,0
10031,0
10032,0
10033,0
10034,0
10035,0
10036,1
10037,0
10038,1
10039,0
10040,0
10041,0
10042,0
10043,0
10044,0
10045,0
10046,0
10047,0
10048,0
10049,0
10050,0
10051,1
10052,0
10053,1
10054,1
10055,1
10056,1
10057,0
10058,0
10059,1
10060,1
10061,1
10062,1
10063,0
10064,0
10065,0
10066,1
10067,1
10068,1
10069,0
10070,1
10071,1
10072,0
10073,0
10074,0
10075,0
10076,0
10077,0
10078,0
10079,0
10080,0
10081,0
10082,0
10083,0
10084,1
10085,0
10086,0
10087,0
10088,0
10089,1
10090,1
10091,0
10092,0
10093,0
10094,0
10095,0
10096,0
10097,0
10098,1
10099,1
10100,0
10101,0
10102,0
10103,0
10104,0
10105,0
10106,0
10107,0
10108,0
10109,0
10110,0
10111,0
10112,0
10113,0
10114,1
10115,0
10116,0
10117,1
10118,0
10119,1
10120,1
10121,1
10122,0
10123,1
10124,1
10125,1
10126,0
10127,1
10128,0
10129,0
10130,0
10131,0
10132,0
10133,0
10134,0
10135,1
10136,0
10137,1
10138,1
10139,1
10140,0
10141,0
10142,0
10143,1
10144,1
10145,1
10146,0
10147,1
10148,1
10149,1
10150,0
10151,1
10152,1
10153,1
10154,1
10155,1
10156,0
10157,1
10158,1
10159,1
10160,0
10161,1
10162,0
10163,0
10164,1
10165,1
10166,0
10167,1
10168,1
10169,1
10170,0
10171,1
10172,1
10173,0
10174,1
10175,0
10176,0
10177,0
10178,1
10179,1
10180,1
10181,1
10182,0
10183,0
10184,0
10185,0
10186,0
10187,0
10188,0
10189,0
10190,0
10191,0
10192,0
10193,0
10194,0
10195,0
10196,0
10197,0
10198,1
10199,0
10200,0
10201,0
10202,1
10203,0
10204,1
10205,0
10206,0
10207,0
10208,0
10209,0
10210,0
10211,1
10212,0
10213,1
10214,1
10215,0
10216,0
10217,0
10218,0
10219,0
10220,0
10221,1
10222,0
10223,0
10224,1
10225,0
10226,0
10227,0
10228,0
10229,0
10230,0
10231,0
10232,0
10233,0
10234,0
10235,0
10236,0
10237,0
10238,0
10239,1
10240,0
10241,0
10242,0
10243,0
10244,0
10245,0
10246,0
10247,1
10248,0
10249,1
10250,0
10251,1
10252,0
10253,0
10254,0
10255,0
10256,0
10257,0
10258,0
10259,0
10260,0
10261,1
10262,0
10263,0
10264,0
10265,0
10266,0
10267,0
10268,0
10269,0
10270,1
10271,0
10272,0
10273,0
10274,0
10275,0
10276,0
10277,0
10278,0
10279,0
10280,0
10281,0
10282,0
10283,0
10284,0
10285,0
10286,0
10287,0
10288,0
10289,0
10290,0
10291,0
10292,1
10293,0
10294,0
10295,0
10296,0
10297,0
10298,0
10299,0
10300,0
10301,0
10302,0
10303,0
10304,0
10305,0
10306,0
10307,0
10308,0
10309,0
10310,0
10311,0
10312,0
10313,1
10314,0
10315,0
10316,0
10317,1
10318,0
10319,1
10320,1
10321,1
10322,1
10323,1
10324,1
10325,0
10326,1
10327,0
10328,1
10329,0
10330,1
10331,0
10332,1
10333,1
10334,0
10335,1
10336,1
10337,1
10338,1
10339,0
10340,0
10341,1
10342,1
10343,1
10344,1
10345,1
10346,0
10347,0
10348,0
10349,0
10350,0
10351,0
10352,0
10353,0
10354,0
10355,0
10356,0
10357,0
10358,0
10359,0
10360,0
10361,0
10362,1
10363,0
10364,0
10365,0
10366,0
10367,0
10368,1
10369,0
10370,0
10371,0
10372,0
10373,0
10374,0
10375,0
10376,0
10377,1
10378,1
10379,1
10380,0
10381,1
10382,1
10383,1
10384,0
10385,0
10386,0
10387,0
10388,0
10389,0
10390,0
10391,0
10392,0
10393,0
10394,0
10395,0
10396,0
10397,0
10398,0
10399,0
10400,1
10401,1
10402,1
10403,0
10404,1
10405,0
10406,1
10407,1
10408,1
10409,1
10410,1
10411,1
10412,1
10413,0
10414,1
10415,1
10416,1
10417,1
10418,0
10419,1
10420,1
10421,1
10422,1
10423,1
10424,0
10425,0
10426,0
10427,0
10428,1
10429,0
10430,0
10431,0
10432,0
10433,1
10434,1
10435,0
10436,1
10437,1
10438,1
10439,0
10440,0
10441,0
10442,1
10443,1
10444,0
10445,0
10446,1
10447,0
10448,0
10449,0
10450,0
10451,0
10452,0
10453,0
10454,0
10455,0
10456,0
10457,0
10458,0
10459,0
10460,0
10461,0
10462,0
10463,0
10464,1
10465,0
10466,0
10467,0
10468,1
10469,0
10470,1
10471,0
10472,0
10473,1
10474,0
10475,0
10476,0
10477,1
10478,1
10479,1
10480,0
10481,0
10482,0
10483,1
10484,1
10485,0
10486,1
10487,1
10488,0
10489,1
10490,1
10491,1
10492,1
10493,1
10494,0
10495,1
10496,1
10497,1
10498,1
10499,0
10500,1
10501,1
10502,1
10503,1
10504,0
10505,1
10506,0
10507,1
10508,1
10509,1
10510,1
10511,1
10512,1
10513,1
10514,1
10515,1
10516,1
10517,1
10518,1
10519,1
10520,0
10521,1
10522,0
10523,0
10524,1
10525,1
10526,0
10527,1
10528,1
10529,1
10530,1
10531,0
10532,0
10533,1
10534,1
10535,1
10536,0
10537,1
10538,0
10539,0
10540,1
10541,1
10542,0
10543,1
10544,0
10545,1
10546,0
10547,0
10548,1
10549,0
10550,0
10551,1
10552,1
10553,0
10554,0
10555,1
